name,age,sex,love_in,love_out_land,love_out_sky,city,area,building,_row_head_
张三9155,79,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9156,40,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9157,75,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9158,64,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9159,49,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9160,49,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9161,21,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9162,31,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9163,81,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9164,72,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9165,26,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9166,78,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9167,10,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9168,40,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9169,72,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9170,34,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9171,59,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9172,73,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9173,58,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9174,64,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9175,16,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9176,14,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9177,70,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9178,68,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9179,99,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9180,13,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9181,40,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9182,84,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9183,97,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9184,48,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9185,94,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9186,100,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9187,73,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9188,36,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9189,33,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9190,58,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9191,94,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9192,44,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9193,53,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9194,52,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9195,32,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9196,69,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9197,72,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9198,78,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9199,50,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9200,18,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9201,21,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9202,25,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9203,20,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9204,21,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9205,81,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9206,97,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9207,76,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9208,90,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9209,100,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9210,59,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9211,38,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9212,56,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9213,88,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9214,78,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9215,60,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9216,44,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9217,54,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9218,70,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9219,74,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9220,39,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9221,74,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9222,55,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9223,82,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9224,38,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9225,94,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9226,98,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9227,32,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9228,38,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9229,53,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9230,40,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9231,35,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9232,68,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9233,61,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9234,30,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9235,40,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9236,32,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9237,24,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9238,85,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9239,48,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9240,95,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9241,33,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9242,48,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9243,86,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9244,58,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9245,20,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9246,32,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9247,92,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9248,19,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9249,89,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9250,74,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9251,52,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9252,81,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9253,71,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9254,86,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9255,29,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9256,70,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9257,23,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9258,86,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9259,19,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9260,71,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9261,89,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9262,50,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9263,79,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9264,15,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9265,30,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9266,33,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9267,57,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9268,58,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9269,38,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9270,24,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9271,85,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9272,21,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9273,99,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9274,17,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9275,60,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9276,42,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9277,78,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9278,57,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9279,80,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9280,58,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9281,50,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9282,87,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9283,34,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9284,28,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9285,24,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9286,33,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9287,17,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9288,44,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9289,46,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9290,91,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9291,71,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9292,15,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9293,12,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9294,65,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9295,22,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9296,88,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9297,50,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9298,54,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9299,18,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9300,15,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9301,81,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9302,15,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9303,68,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9304,22,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9305,80,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9306,62,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9307,88,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9308,72,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9309,72,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9310,43,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9311,50,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9312,83,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9313,73,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9314,81,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9315,65,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9316,25,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9317,33,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9318,10,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9319,21,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9320,28,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9321,73,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9322,42,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9323,45,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9324,49,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9325,89,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9326,32,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9327,100,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9328,74,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9329,44,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9330,63,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9331,81,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9332,41,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9333,32,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9334,90,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9335,96,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9336,26,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9337,97,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9338,39,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9339,87,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9340,90,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9341,26,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9342,95,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9343,90,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9344,17,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9345,69,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9346,50,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9347,17,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9348,80,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9349,28,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9350,27,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9351,89,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9352,40,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9353,90,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9354,40,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9355,91,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9356,52,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9357,98,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9358,60,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9359,96,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9360,36,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9361,75,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9362,71,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9363,26,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9364,14,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9365,41,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9366,60,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9367,71,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9368,89,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9369,84,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9370,91,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9371,98,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9372,40,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9373,87,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9374,33,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9375,82,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9376,17,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9377,16,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9378,44,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9379,92,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9380,66,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9381,43,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9382,87,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9383,37,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9384,99,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9385,67,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9386,15,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9387,60,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9388,28,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9389,64,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9390,19,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9391,70,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9392,69,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9393,22,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9394,88,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9395,87,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9396,85,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9397,67,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9398,13,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9399,21,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9400,97,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9401,89,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9402,33,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9403,60,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9404,57,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9405,47,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9406,14,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9407,81,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9408,10,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9409,90,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9410,41,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9411,83,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9412,32,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9413,43,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9414,68,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9415,13,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9416,70,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9417,53,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9418,99,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9419,49,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9420,41,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9421,58,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9422,22,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9423,28,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9424,80,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9425,25,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9426,32,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9427,89,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9428,29,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9429,97,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9430,55,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9431,35,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9432,88,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9433,17,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9434,55,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9435,64,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9436,38,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9437,92,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9438,87,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9439,38,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9440,86,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9441,14,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9442,87,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9443,56,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9444,77,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9445,23,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9446,20,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9447,90,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9448,13,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9449,25,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9450,40,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9451,19,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9452,36,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9453,68,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9454,61,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9455,81,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9456,18,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9457,36,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9458,79,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9459,99,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9460,22,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9461,55,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9462,46,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9463,48,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9464,80,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9465,19,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9466,91,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9467,46,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9468,39,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9469,36,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9470,97,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9471,94,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9472,73,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9473,71,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9474,85,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9475,75,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9476,31,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9477,16,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9478,44,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9479,11,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9480,68,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9481,87,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9482,23,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9483,23,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9484,49,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9485,31,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9486,58,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9487,16,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9488,51,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9489,11,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9490,81,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9491,60,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9492,45,男,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9493,64,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9494,43,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9495,50,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9496,77,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9497,69,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9498,96,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9499,22,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9500,17,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9501,19,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9502,52,男,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9503,90,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9504,13,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9505,26,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9506,85,女,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9507,27,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9508,62,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9509,20,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9510,74,男,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9511,95,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9512,90,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9513,64,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9514,45,女,乒乓球,跑步,跳伞,上海,区域名称,小区名,
张三9515,39,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9516,47,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9517,78,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9518,11,女,羽毛球,爬山,跳伞,上海,区域名称,小区名,
张三9519,48,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名,
张三9520,85,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
张三9521,94,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名,
张三9522,13,男,乒乓球,爬山,跳伞,上海,区域名称,小区名,
张三9523,18,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9524,89,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名,
张三9525,53,女,羽毛球,跑步,跳伞,上海,区域名称,小区名,
张三9526,12,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名,
